"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Авторизованный пользователь попадает на главный чат","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:12 UTC 2026","skipped","Sun Apr 26 09:30:12 UTC 2026","TestChatCreation","test_chat_creation","",""
"","2033","XSS в поле email","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:51 UTC 2026","passed","Sun Apr 26 09:30:53 UTC 2026","TestLoginSecurity","test_login","",""
"","0","Email с рандомным регистром (повтор для стабильности)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginEmailCase","test_login","",""
"","1999","Поле пароля отображается","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:14 UTC 2026","passed","Sun Apr 26 09:30:16 UTC 2026","TestLoginUI","test_login","",""
"","1972","Неавторизованный редиректится на /login","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:06 UTC 2026","passed","Sun Apr 26 09:30:08 UTC 2026","TestLoginPageUI","test_auth","",""
"","2116","Несуществующий пользователь","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:36 UTC 2026","passed","Sun Apr 26 09:30:38 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","0","Grok 4.1 Fast отвечает на запрос из 2 русских слов (faker)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestModelAnswers","test_model_responses","",""
"","0","Пробелы перед email — фронт триммит, логин проходит","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginSpaces","test_login","",""
"","1902","Неавторизованный пользователь редиректится на /login","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:59 UTC 2026","passed","Sun Apr 26 09:31:01 UTC 2026","TestLoginNavigation","test_login","",""
"","0","Email полностью в верхнем регистре","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginEmailCase","test_login","",""
"","1992","Заголовок страницы логина","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:18 UTC 2026","passed","Sun Apr 26 09:30:20 UTC 2026","TestLoginUI","test_login","",""
"","1","Email с рандомным регистром букв","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginEmailCase","test_login","",""
"","1996","Tab из email переводит фокус на пароль","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:57 UTC 2026","passed","Sun Apr 26 09:30:59 UTC 2026","TestLoginAccessibility","test_login","",""
"","1964","Desktop — форма логина видна","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:06 UTC 2026","passed","Sun Apr 26 09:31:08 UTC 2026","TestResponsiveLogin","test_responsive","",""
"","2018","Кнопка задизейблена при пустой форме","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","passed","Sun Apr 26 09:30:29 UTC 2026","TestLoginEmptyFields","test_login","",""
"","0","Заголовок описывает мультимодельный value prop","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:04 UTC 2026","skipped","Sun Apr 26 09:31:04 UTC 2026","TestModelSwitching","test_model_switching","",""
"","2","Email с рандомным регистром (повтор для стабильности)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginEmailCase","test_login","",""
"","0","Пробелы после пароля — логин должен упасть","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginSpaces","test_login","",""
"","2076","SQL-инъекция в email","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:48 UTC 2026","passed","Sun Apr 26 09:30:50 UTC 2026","TestLoginSecurity","test_login","",""
"","0","Поле ввода очищается между значениями","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestMessaging","test_messaging","",""
"","0","YandexGPT 5.1 Pro отвечает на запрос из 2 русских слов (faker)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestModelAnswers","test_model_responses","",""
"","1988","Кнопка 'Войти в аккаунт' отображается","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:16 UTC 2026","passed","Sun Apr 26 09:30:18 UTC 2026","TestLoginUI","test_login","",""
"","0","Клик по карточке модели оставляет пользователя в авторизованной зоне","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:04 UTC 2026","skipped","Sun Apr 26 09:31:04 UTC 2026","TestModelSwitching","test_model_switching","",""
"","2121","Плейсхолдер пароля корректен","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:22 UTC 2026","passed","Sun Apr 26 09:30:24 UTC 2026","TestLoginUI","test_login","",""
"","0","Новый чат → сообщение → во время ожидания видим все модели","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:04 UTC 2026","skipped","Sun Apr 26 09:31:04 UTC 2026","TestNewChatModelsAvailable","test_new_chat_models","",""
"","0","Клик по 'Новый чат' оставляет пользователя в авторизованной зоне","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:12 UTC 2026","skipped","Sun Apr 26 09:30:12 UTC 2026","TestDesktopSidebar","test_chat_creation","",""
"","2019","Прямой переход на /login открывает страницу логина","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:01 UTC 2026","passed","Sun Apr 26 09:31:03 UTC 2026","TestLoginNavigation","test_login","",""
"","2032","Пароль скрыт (type=password)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:25 UTC 2026","passed","Sun Apr 26 09:30:27 UTC 2026","TestLoginUI","test_login","",""
"","0","Успешный логин","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginPositive","test_login","",""
"","2015","Email с двойной точкой в домене","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:46 UTC 2026","passed","Sun Apr 26 09:30:48 UTC 2026","TestLoginEmailValidation","test_login","",""
"","0","Enter в поле email отправляет форму","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginPositive","test_login","",""
"","0","Tablet (441–975px) — нет горизонтального overflow","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:04 UTC 2026","skipped","Sun Apr 26 09:31:04 UTC 2026","TestResponsiveAuthed","test_responsive","",""
"","2085","Очень длинный пароль (1000+ символов)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:40 UTC 2026","passed","Sun Apr 26 09:30:42 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","1917","Поле email отображается","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:12 UTC 2026","passed","Sun Apr 26 09:30:14 UTC 2026","TestLoginUI","test_login","",""
"","2122","Неверный пароль — инлайн-ошибка","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:33 UTC 2026","passed","Sun Apr 26 09:30:36 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","0","В сайдбаре виден пункт 'Новый чат'","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:12 UTC 2026","skipped","Sun Apr 26 09:30:12 UTC 2026","TestDesktopSidebar","test_chat_creation","",""
"","2075","Email без @ — поле невалидно","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:42 UTC 2026","passed","Sun Apr 26 09:30:44 UTC 2026","TestLoginEmailValidation","test_login","",""
"","2119","XSS в поле пароля — корректно отклоняется","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:55 UTC 2026","passed","Sun Apr 26 09:30:57 UTC 2026","TestLoginSecurity","test_login","",""
"","0","DeepSeek V3.2 отвечает на запрос из 2 русских слов (faker)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestModelAnswers","test_model_responses","",""
"","0","GPT-5.2 отвечает на запрос из 2 русских слов (faker)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestModelAnswers","test_model_responses","",""
"","0","Gemini 3.1 Pro Preview отвечает на запрос из 2 русских слов (faker)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestModelAnswers","test_model_responses","",""
"","1","Логин с реальными кредами","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:12 UTC 2026","skipped","Sun Apr 26 09:30:12 UTC 2026","TestRealLogin","test_auth","",""
"","2080","Email без домена (user@)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:44 UTC 2026","passed","Sun Apr 26 09:30:46 UTC 2026","TestLoginEmailValidation","test_login","",""
"","2045","Очень длинный email (500+ символов)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:38 UTC 2026","passed","Sun Apr 26 09:30:40 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","0","Enter в поле пароля отправляет форму","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginPositive","test_login","",""
"","1","Email с рандомным регистром (повтор для стабильности)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginEmailCase","test_login","",""
"","2033","Кнопка остаётся неактивной при одном заполненном поле (пароль)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:31 UTC 2026","passed","Sun Apr 26 09:30:33 UTC 2026","TestLoginEmptyFields","test_login","",""
"","1955","Кнопка 'Войти в аккаунт' задизейблена при пустой форме","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:04 UTC 2026","passed","Sun Apr 26 09:30:06 UTC 2026","TestLoginPageUI","test_auth","",""
"","1995","Mobile (≤440px) — форма логина вмещается в экран","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:04 UTC 2026","passed","Sun Apr 26 09:31:06 UTC 2026","TestResponsiveLogin","test_responsive","",""
"","0","Пользователь может ввести сообщение","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestMessaging","test_messaging","",""
"","0","GigaChat 2 Pro отвечает на запрос из 2 русских слов (faker)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestModelAnswers","test_model_responses","",""
"","0","Mobile (≤440px) — есть поле ввода чата","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:04 UTC 2026","skipped","Sun Apr 26 09:31:04 UTC 2026","TestResponsiveAuthed","test_responsive","",""
"","0","Email полностью в нижнем регистре","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginEmailCase","test_login","",""
"","0","Desktop (≥976px) — сайдбар виден inline","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:04 UTC 2026","skipped","Sun Apr 26 09:31:04 UTC 2026","TestResponsiveAuthed","test_responsive","",""
"","0","Claude Opus 4.6 отвечает на запрос из 2 русских слов (faker)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestModelAnswers","test_model_responses","",""
"","0","Кнопка 'Поиск' доступна на десктопе","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestMessaging","test_messaging","",""
"","0","Пробелы после email — фронт триммит, логин проходит","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginSpaces","test_login","",""
"","0","Блок популярных моделей содержит несколько карточек","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestModelSwitching","test_model_switching","",""
"","0","Claude Sonnet 4.6 отвечает на запрос из 2 русских слов (faker)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestModelAnswers","test_model_responses","",""
"","1946","Плейсхолдер email корректен","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:20 UTC 2026","passed","Sun Apr 26 09:30:22 UTC 2026","TestLoginUI","test_login","",""
"","0","В сайдбаре виден поиск по чатам","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:12 UTC 2026","skipped","Sun Apr 26 09:30:12 UTC 2026","TestDesktopSidebar","test_chat_creation","",""
"","2127","Успешный логин (мок) редиректит из /login","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:10 UTC 2026","passed","Sun Apr 26 09:30:12 UTC 2026","TestLoginInvalid","test_auth","",""
"","2528","Страница логина открывается по /login","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:01 UTC 2026","passed","Sun Apr 26 09:30:03 UTC 2026","TestLoginPageUI","test_auth","",""
"","2150","Инлайн-ошибка при неверных кредах","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:08 UTC 2026","passed","Sun Apr 26 09:30:10 UTC 2026","TestLoginInvalid","test_auth","",""
"","0","Поле ввода чата видно на главной","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestMessaging","test_messaging","",""
"","2033","Кнопка остаётся неактивной при одном заполненном поле (email)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:29 UTC 2026","passed","Sun Apr 26 09:30:31 UTC 2026","TestLoginEmptyFields","test_login","",""
"","0","Пробелы перед паролем — логин должен упасть","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:27 UTC 2026","skipped","Sun Apr 26 09:30:27 UTC 2026","TestLoginSpaces","test_login","",""
"","0","Kimi K2.5 отвечает на запрос из 2 русских слов (faker)","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:31:03 UTC 2026","skipped","Sun Apr 26 09:31:03 UTC 2026","TestModelAnswers","test_model_responses","",""
"","2046","Спецсимволы в пароле — корректно отклоняются","🔴 PROD — app.neiroklyuch.ru","Sun Apr 26 09:30:53 UTC 2026","passed","Sun Apr 26 09:30:55 UTC 2026","TestLoginSecurity","test_login","",""
